evolution$generation,gPopulation,gDiffusionRate,gEvaporationRate,food1,food2,food3,evolution$samples
1935,250.0,37.58446079387459,10.902707998644452,195.0,323.0,609.0,1
1935,209.12601678389407,99.0,17.724410859528053,158.0,417.0,2185.0,1
1935,186.687104709815,26.426904417519935,6.501858106154084,196.0,575.0,369.0,1
1935,160.38188478337312,99.0,10.789425932016949,478.0,224.0,625.0,1
1935,179.97676942257115,73.14829638926825,17.4108881268441,175.0,474.5,2003.0,4
1935,250.0,78.83630490498086,16.970608438224108,165.0,404.0,1076.0,1
1935,211.30863103890619,99.0,13.394354374292343,165.0,417.0,1074.0,1
1935,250.0,26.495251930485914,5.235518369627415,242.0,316.0,408.0,1
1935,226.15965622849788,73.8198065232903,13.007673908590338,255.0,252.0,567.0,1
1935,243.72023993674006,48.939528893298935,11.570271220175306,190.0,503.0,373.0,1
1935,143.41773688566576,42.7618339177018,8.7582991437825,173.0,321.0,775.0,1
1935,229.8825914677627,18.55639681729506,3.7146951529181083,229.0,325.0,422.0,3
1935,145.74388804672424,8.628996010227947,5.937516847023008,269.5,348.5,555.5,4
1935,170.39546285377938,65.75334741219454,1.5769525094910382,288.5,449.0,634.0,6
1935,213.5699279226396,19.33983761279342,4.354769434272313,214.5,361.5,450.0,2
1935,200.49116735261055,98.21910173877762,11.788266372913663,164.0,474.0,599.0,1
1935,214.49288691571022,46.590258220875675,4.050189903368553,189.0,337.0,443.0,1
1935,166.94754260647906,29.23950967533899,9.357094906578505,206.0,333.0,712.5,4
1935,214.8437570026549,27.023955677844587,11.163206910410882,198.0,264.0,646.0,1
1935,196.55212958284167,82.66656249150293,12.875341055965894,206.0,310.0,681.0,3
1935,210.2297001232049,99.0,10.599756487505063,225.0,259.0,599.0,1
1935,210.04242514241454,15.79857228241688,4.640175276538333,211.0,323.0,488.0,3
1935,247.3725235859733,59.81369820740039,9.730949548795797,172.0,438.0,559.0,1
1935,211.3033037490003,16.906481882930645,10.504145468152878,178.0,369.0,565.0,1
1935,250.0,84.66468198584694,10.50373066280626,187.0,420.0,527.0,1
1935,217.01457399781188,51.629694035777305,10.916697292520666,163.0,486.0,620.0,1
1935,246.3587383408802,12.886286630027787,7.833711242272044,223.0,300.0,524.0,3
1935,224.2671966791318,50.3101373212179,14.417906207095099,172.0,433.0,605.0,1
1935,237.2715099128063,61.409100280576105,9.994746488775814,174.0,478.0,557.0,1
1935,232.00485664109266,99.0,11.070644552158175,191.0,382.5,585.5,4
1935,223.1894394715959,78.38507918846318,12.850575249591975,169.0,449.0,559.0,3
1935,185.99335125627252,36.025197120635646,6.742353443611794,191.0,331.5,754.0,4
1935,245.4595844980274,61.182399857691834,6.5582813779991005,192.0,288.0,640.0,1
1935,236.86422513448227,63.18240190695111,13.103705762241363,179.0,351.0,687.0,1
1935,242.94424243080016,48.53262074178741,11.586089155953324,193.5,300.0,614.5,2
1935,186.31563002355134,99.0,13.868780912546397,163.0,462.0,774.0,1
1935,250.0,63.18587193052191,11.060828106145301,187.0,509.0,525.0,1
1935,210.4601458303085,30.519838082359215,5.223801704063056,213.0,288.0,446.0,1
1935,155.42426733940673,77.5394886312,8.006370667514293,209.0,328.0,742.0,4
1935,250.0,7.779604280343217,5.929677689434142,243.0,285.0,478.0,1
1935,175.22999922177735,53.40732554676914,6.792105266806973,182.5,323.5,732.0,2
1935,249.63415748858907,28.5032703898453,2.5994449487268114,226.0,337.0,479.0,2
1935,204.4362886797325,17.681594426209998,6.545770522115883,210.0,316.0,475.0,1
1935,237.2716588588023,23.90001464026966,8.685548863134121,189.5,318.5,682.5,2
1935,196.3256720672684,96.63264717674241,15.08018260440339,171.0,433.0,740.0,1
1935,250.0,12.250653939530311,8.493334066367291,208.0,297.0,615.0,1
1935,250.0,18.13183816011393,6.54327317295607,191.0,316.0,616.0,1
1935,230.02267243799164,65.77801079428046,9.647574425160808,192.0,292.0,621.0,1
1935,222.88835603433827,43.36879187110738,6.1955032125911655,191.0,348.0,472.5,2
1935,204.6192654178839,58.1213126971765,11.377605487349713,185.0,306.0,726.0,1
1935,200.97549715442054,12.820983363643517,4.899908306405026,193.0,356.0,479.0,3
1935,229.74166076025028,33.76216701674159,95.66586353991268,479.5,538.5,824.5,6
1935,166.58679176489778,75.20409835758544,15.060076691784804,187.5,415.5,1467.5,2
1935,141.6585802695999,88.44606823871695,6.760001909465274,212.0,703.5,595.5,4
1935,150.05577629731204,41.11118769743695,7.491034388951296,262.0,714.0,371.0,1
1935,174.74895482274607,99.0,13.22716646364982,188.0,532.0,668.0,3
1935,192.56094942336745,99.0,11.523739647419285,166.0,517.0,608.0,1
1935,250.0,45.07442199237871,11.30875795848888,278.0,253.0,713.0,1
1935,191.72078363457408,90.80630349728847,11.906853446408405,229.0,277.0,618.0,1
1935,210.33185240327435,42.298096243191935,4.317693172805442,276.0,321.5,584.5,2
1935,238.21613017654138,14.659378905644747,3.842686829169314,209.0,379.0,459.0,1
1935,213.7055148264897,23.427900405454306,6.17680021956253,253.0,312.0,454.0,1
1935,238.14346150265646,24.465906720838326,12.570746388100902,189.0,364.0,662.0,1
1935,164.80031686372314,37.60197276245156,6.277111684396043,194.0,342.0,503.0,1
1935,250.0,39.35405676808223,15.280150335697297,189.0,315.0,858.0,1
1935,220.10551959864043,44.03894920039872,7.502712144302739,208.0,268.0,685.0,1
1935,221.33441640347172,59.279514492911545,20.33033085882628,290.0,264.0,596.0,1
1935,249.996484375,17.640159836189458,2.4245918443816006,222.0,322.0,463.0,1
1935,221.99648149798983,29.02433612931206,8.499164626496722,208.0,338.0,483.0,1
1935,250.0,61.414170692512194,3.5441531202097942,243.0,340.0,453.0,3
1935,250.0,12.950258505750375,9.226401990451357,233.5,332.5,469.5,2
1935,170.96151325672167,62.93837232502521,5.953742919815806,195.0,347.0,803.0,3
1935,218.9651856435271,35.73950532719324,11.809773575714885,194.0,302.5,755.0,2
1935,198.49195485670182,83.72314290528811,10.82930195376765,178.0,581.0,607.0,3
1935,250.0,17.30605174477548,2.5283388372852684,236.0,306.0,470.0,1
1935,196.15831131216854,99.0,11.148884743084462,184.5,494.0,726.5,2
1935,248.96083399667552,25.774740789419493,3.34367300533088,200.5,337.0,645.0,2
1935,212.52893916739973,57.739647654632485,6.249110845812788,197.0,315.0,731.5,2
1935,218.7560282053201,61.69097400734211,4.562334712389632,251.5,318.5,606.5,2
1935,198.56424874567523,99.0,9.490259726685144,219.5,321.5,668.0,2
1935,250.0,48.43221902855732,10.190233179814554,225.0,285.0,619.0,1
1935,177.3414573660704,95.85641206805778,14.121748680988263,173.0,404.0,854.0,1
1935,244.79997616668587,64.17116658052991,18.287593799468418,190.5,387.0,864.0,2
1935,250.0,71.4467021721829,14.85320857984673,217.0,274.0,1442.0,1
1935,180.47376375390309,94.28064148852259,12.910299656311912,302.0,255.0,798.0,1
1935,208.58243319624776,19.949725831577858,12.01898041839763,207.5,559.5,549.5,2
1935,171.4451831664107,20.49479346115871,9.368115148063287,253.0,388.0,432.0,1
1935,145.44473484755594,74.4732045259215,6.81692992272088,182.0,356.0,809.0,1
1935,225.7609725317228,92.4043264053651,10.452929008842604,189.0,502.0,529.0,1
1935,213.74342223614508,49.75878789429113,9.881887878597153,216.0,353.0,601.5,2
1935,238.75,99.0,15.327405969422854,181.0,407.0,749.0,1
1935,250.0,47.86209568615714,14.538116752915128,175.0,465.0,577.0,1
1935,178.50972582018846,68.0034447220752,14.602727256960499,190.0,342.0,721.0,1
1935,229.65428483114098,49.05013516566061,11.395525861215374,181.0,425.0,743.0,1
1935,249.99197998046873,49.426267163891,10.72797855772064,194.0,303.0,630.0,1
1935,226.36265896038373,49.92857223381219,8.133919435440523,193.0,298.0,672.0,1
1935,165.3557488440041,39.893940392795756,10.374741958031997,196.0,294.0,757.0,1
1935,237.5208330318338,24.112836461662535,9.743521076160041,209.0,288.0,667.0,1
1935,200.7027340063862,58.068399727979944,8.280015983667038,191.0,325.0,721.0,1
1935,182.54940250755638,11.607565475871153,7.148855888603301,221.0,316.0,488.0,1
1935,117.46324868802013,41.71462011497633,7.955755987909636,200.0,807.0,456.0,1
1935,222.17893512390302,85.39864481977801,18.017844229717603,176.0,416.0,1421.0,1
1935,241.99433390502475,65.5072673198462,15.80154152943471,172.0,448.0,917.0,1
1935,153.18963837592815,73.10144443191648,4.416879070068797,252.0,350.0,842.0,4
1935,250.0,44.064438488781526,18.169257777779038,180.0,412.0,852.0,1
1935,179.7168725267103,26.96537349532058,5.470657858861231,206.0,407.0,494.0,1
1935,218.3026832742055,54.71163820978604,11.64687720335317,192.5,392.0,725.5,2
1935,163.638747125756,29.186744762768353,3.6911992534164844,241.0,372.0,519.0,3
1935,244.22995883846224,59.80098390001898,10.742988397441584,204.0,459.0,589.0,3
1935,181.92917242998234,7.096777503558607,7.54513332567571,250.0,308.0,523.0,1
1935,213.00411147301693,43.94202154751374,11.793244870046882,175.0,494.0,562.0,1
1935,230.39704394026057,32.40323698685345,12.384508830695935,185.0,452.0,604.0,1
1935,188.74389579842736,68.1890950676404,9.137137261541408,193.0,374.0,507.0,1
1935,200.97590914172525,12.820983363643517,4.899908306405026,209.0,380.0,476.0,1
1935,235.48979388126392,65.88173136424133,5.755608412944477,234.0,331.0,473.0,1
1935,250.0,76.95990551012659,7.528285955900307,210.0,296.0,660.0,1
1935,213.96054731849688,70.92566390964215,3.914653355036591,242.0,336.0,446.0,1
1935,162.04386113450903,40.00830719510984,4.643427396121222,186.0,340.0,804.0,1
1935,114.74242045225668,60.961163874505,6.7483559604689,226.0,851.0,446.0,1
1935,171.87984842654132,56.68131673508637,15.10412965467256,193.0,460.0,1132.0,3
1935,243.9814512796441,63.48303830941365,21.046410344416365,209.0,479.5,1322.5,4
1935,192.49010773666978,20.111051338058473,16.572179387900274,232.0,443.5,1453.0,4
1935,223.14202793120225,89.47173118768094,12.891903293721168,200.0,366.5,700.5,2
1935,222.67804764183992,62.548743554197394,3.7827097896311748,208.0,292.0,763.0,1
1935,193.4081607479663,99.0,12.742989393491364,199.0,398.5,625.0,2
1935,250.0,64.07024912027795,5.204682784707692,234.0,283.0,688.0,1
1935,182.15183813132006,33.594520297705806,2.0927657322247515,222.0,416.0,571.5,2
1935,243.12087070732022,43.94302018758466,13.352462978663258,209.0,584.0,471.0,1
1935,224.87923893857072,46.359225977133626,3.8857886226146916,239.0,344.0,509.5,2
1935,214.2690440143019,25.308709468994383,8.294563397512565,197.0,315.0,650.0,1
1935,196.0123066352306,80.53237213470304,5.896911904216699,191.0,324.0,738.0,1
1935,151.8560644335106,65.39645332751172,10.714056021378086,169.0,551.0,984.0,1
1935,141.39473251518112,99.0,14.081851483245226,168.0,488.0,1334.0,1
1935,226.08851355078932,95.99544089904273,3.6311393446652307,215.5,356.0,653.0,2
1935,203.60478658634295,16.074246924264155,5.728320059456373,195.5,357.5,734.5,2
1935,180.57421300131492,91.4581215477457,10.83572923343006,175.0,512.0,596.0,1
1935,250.0,87.607061567509,8.573998179293527,205.0,306.0,647.0,1
1935,245.70129304561863,60.95968781560171,10.5630569922995,196.0,306.0,675.0,1
1935,250.0,99.0,14.108124266745405,180.0,426.0,901.0,1
1935,132.3827389752854,44.95721190544903,6.523847531990191,187.0,357.0,804.0,1
1935,187.62430700267103,26.670535979680423,7.091500744050314,207.0,305.0,670.0,1
1935,171.03250613032625,85.99743915057836,11.049734164035325,196.5,460.5,638.5,2
1935,250.0,42.64034865462429,10.698237116996333,218.0,316.0,620.0,1
1935,249.25038671293768,58.73611888830662,15.569588512993182,195.0,489.0,526.0,1
1935,250.0,54.091548232010965,7.9480978732670415,204.0,310.0,664.0,1
1935,185.17896977206786,65.26319809896921,10.950867150658938,207.0,319.0,645.0,1
1935,160.93475610120984,75.5318256455649,20.759939849533676,229.5,556.5,2558.0,4
1935,234.01026500399857,52.20576573713194,28.503798361346753,234.0,578.0,1786.5,4
1935,209.1097908976809,55.40693916995922,21.437268072611836,172.0,444.0,2204.0,1
1935,246.02307246615337,66.86225046960955,17.021779651599086,171.0,474.0,1943.0,1
1935,224.30335500637253,70.57071404159905,15.07320780116851,323.0,270.0,716.0,1
1935,233.5119648105239,55.397840667933764,11.343584095298949,181.0,497.0,594.0,1
1935,157.90508692199117,29.254285091880195,7.631931879221331,199.0,342.0,771.0,2
1935,226.5774069321088,19.558780237142145,2.2333254241060407,247.0,317.0,513.0,1
1935,169.82639113262923,71.2859718428822,12.136347289673296,209.0,431.5,659.0,2
1935,250.0,45.91748704372105,18.891465508038888,228.0,423.0,728.0,3
1935,215.3097371708374,56.15253462860232,3.596544570172304,238.5,347.0,644.5,2
1935,238.13534736557756,82.06679401706182,13.013259134345006,178.0,475.0,623.0,1
1935,226.61529480254117,87.65485550428538,6.87212499497495,225.0,292.0,660.0,1
1935,186.02651824451613,52.01119699457329,7.798270211170927,198.0,303.0,686.0,1
1935,163.2481944086285,54.01450735017653,12.049615053156474,174.0,795.0,702.0,1
