evolution$generation,gPopulation,gDiffusionRate,gEvaporationRate,food1,food2,food3,evolution$samples
1148,209.12601678389407,99.0,17.724410859528053,158.0,417.0,2185.0,1
1148,229.8825914677627,18.55639681729506,3.7146951529181083,232.0,366.0,393.0,1
1148,160.38188478337312,99.0,10.789425932016949,478.0,224.0,625.0,1
1148,229.74166076025028,33.76216701674159,95.66586353991268,474.0,579.0,821.0,5
1148,141.6585802695999,88.44606823871695,6.760001909465274,221.0,772.0,431.0,1
1148,179.97676942257115,73.14829638926825,17.4108881268441,179.5,528.5,1493.5,2
1148,166.58679176489778,75.20409835758544,15.060076691784804,187.5,415.5,1467.5,2
1148,243.12087070732022,43.94302018758466,13.352462978663258,209.0,584.0,471.0,1
1148,250.0,78.83630490498086,16.970608438224108,165.0,404.0,1076.0,1
1148,244.79997616668587,64.17116658052991,18.287593799468418,160.0,455.0,1096.0,1
1148,186.31563002355134,99.0,13.868780912546397,163.0,462.0,774.0,1
1148,250.0,61.414170692512194,3.5441531202097942,241.0,340.0,453.0,1
1148,213.5699279226396,19.33983761279342,4.354769434272313,214.5,361.5,450.0,2
1148,250.0,47.86209568615714,14.538116752915128,175.0,465.0,577.0,1
1148,249.63415748858907,28.5032703898453,2.5994449487268114,226.0,337.0,479.0,2
1148,248.96083399667552,25.774740789419493,3.34367300533088,191.0,338.0,485.0,1
1148,185.99335125627252,36.025197120635646,6.742353443611794,190.0,331.0,753.0,3
1148,244.22995883846224,59.80098390001898,10.742988397441584,189.0,463.0,584.0,1
1148,166.94754260647906,29.23950967533899,9.357094906578505,206.0,333.0,712.5,4
1148,218.7560282053201,61.69097400734211,4.562334712389632,251.0,338.0,475.0,1
1148,196.55212958284167,82.66656249150293,12.875341055965894,217.0,305.5,715.0,2
1148,218.9651856435271,35.73950532719324,11.809773575714885,198.0,303.0,649.0,1
1148,210.04242514241454,15.79857228241688,4.640175276538333,201.0,323.0,488.0,1
1148,242.94424243080016,48.53262074178741,11.586089155953324,174.0,307.0,597.0,1
1148,232.00485664109266,99.0,11.070644552158175,211.0,295.0,597.0,1
1148,246.3587383408802,12.886286630027787,7.833711242272044,214.5,320.5,583.5,2
1148,200.97549715442054,12.820983363643517,4.899908306405026,193.0,356.0,479.0,3
